Title,Year,Type_Long,Type,Link,En_mi_web,title_clean
"Cartas Agroclimaticas De Temperaturas, Heladas Y Lluvia De La Provincia De La Pampa (Argentina). Casagrande, G.A; Vergara, G.T. y Bellini, Y. IX Congreso Argentino de Agrometerologia. Octubre de 2005.",2005,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,,,"cartas agroclimaticas de temperaturas, heladas y lluvia de la provincia de la pampa (argentina). casagrande, g.a; vergara, g.t. y bellini, y. ix congreso argentino de agrometerologia. octubre de 2005."
"Cosecha gruesa, soja, maíz y girasol. Manual de campo",2005,Colaboración,Book Chapters,https://inta.gob.ar/documentos/cosecha-gruesa-soja-maiz-y-girasol-manual-de-campo,,"cosecha gruesa, soja, maíz y girasol. manual de campo"
"AgroSys N° 1. Boletín Informativo Grupo de Sistemas-Información y Comunicación de la EEA Anguil. Bellini Saibene, Y. Lucchetti, P.A, Ferreyra C.A. Caldera, JC, Ramos, L., Fernandez, MD, Schaab, L, Etchart, F. Garro, RJA. Noviembre 2006",2006,Newsletter,Popular science articles,,,"agrosys n° 1. boletín informativo grupo de sistemas-información y comunicación de la eea anguil. bellini saibene, y. lucchetti, p.a, ferreyra c.a. caldera, jc, ramos, l., fernandez, md, schaab, l, etchart, f. garro, rja. noviembre 2006"
"AgroSys N° 2. Boletín Informativo Grupo de Sistemas-Información y Comunicación de la EEA Anguil. Bellini Saibene, Y. Lucchetti, P.A, Ferreyra C.A. Caldera, JC, Ramos, L., Fernandez, MD, Schaab, L, Etchart, F. Garro, RJA. Diciembre 2006",2006,Newsletter,Popular science articles,,,"agrosys n° 2. boletín informativo grupo de sistemas-información y comunicación de la eea anguil. bellini saibene, y. lucchetti, p.a, ferreyra c.a. caldera, jc, ramos, l., fernandez, md, schaab, l, etchart, f. garro, rja. diciembre 2006"
"Boletín Enlaces N° 1. Newsletter informativo Proyecto Estructurante del SICyC. Bellini Saibene, Y. Zubillaja, J., Franco, L., Lucchetti, P., Godoy, S., Chavero, A., Cáceres, A, Nani, L. Noviembre 2006.",2006,Newsletter,Popular science articles,,,"boletín enlaces n° 1. newsletter informativo proyecto estructurante del sicyc. bellini saibene, y. zubillaja, j., franco, l., lucchetti, p., godoy, s., chavero, a., cáceres, a, nani, l. noviembre 2006."
"Boletín Enlaces N° 2. Newsletter informativo Proyecto Estructurante del SICyC. Bellini Saibene, Y. Zubillaja, J., Franco, L., Lucchetti, P., Godoy, S., Chavero, A., Cáceres, A, Nani, L. Diciembre 2006.",2006,Newsletter,Popular science articles,,,"boletín enlaces n° 2. newsletter informativo proyecto estructurante del sicyc. bellini saibene, y. zubillaja, j., franco, l., lucchetti, p., godoy, s., chavero, a., cáceres, a, nani, l. diciembre 2006."
Boletín RIAN La Pampa - San Luis - Abril 2006 -Nro 24,2006,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-abril-2006-24,,boletín rian la pampa - san luis - abril 2006 -nro 24
Boletín RIAN La Pampa - San Luis - Agosto 2006 - Nro 27,2006,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-Agosto-2006-27,,boletín rian la pampa - san luis - agosto 2006 - nro 27
Boletín RIAN La Pampa - San Luis - Diciembre 2006 - Nro 33,2006,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-diciembre-2006-nro-33,,boletín rian la pampa - san luis - diciembre 2006 - nro 33
Boletín RIAN La Pampa - San Luis - Enero 2006 - Nro 14,2006,Newsletter,Popular science articles,https://inta.gob.ar/documentos/copy_of_boletin-rian-la-pampa-san-luis-enero-2006,,boletín rian la pampa - san luis - enero 2006 - nro 14
Boletín RIAN La Pampa - San Luis - Enero 2006 -Nro 15,2006,Newsletter,Popular science articles,https://inta.gob.ar/documentos/copy_of_boletin-rian-la-pampa-san-luis-enero-2006-15,,boletín rian la pampa - san luis - enero 2006 -nro 15
Boletín RIAN La Pampa - San Luis - Enero 2006 -Nro 16,2006,Newsletter,Popular science articles,https://inta.gob.ar/documentos/copy_of_boletin-rian-la-pampa-san-luis-enero-2006-16,,boletín rian la pampa - san luis - enero 2006 -nro 16
Boletín RIAN La Pampa - San Luis - Enero 2006 -Nro 17,2006,Newsletter,Popular science articles,https://inta.gob.ar/documentos/copy_of_boletin-rian-la-pampa-san-luis-enero-2006-17,,boletín rian la pampa - san luis - enero 2006 -nro 17
Boletín RIAN La Pampa - San Luis - Enero 2006 -Nro 18,2006,Newsletter,Popular science articles,https://inta.gob.ar/documentos/copy_of_boletin-rian-la-pampa-san-luis-enero-2006-18,,boletín rian la pampa - san luis - enero 2006 -nro 18
Boletín RIAN La Pampa - San Luis - Enero 2006 -Nro 19,2006,Newsletter,Popular science articles,https://inta.gob.ar/documentos/copy_of_boletin-rian-la-pampa-san-luis-enero-2006-19,,boletín rian la pampa - san luis - enero 2006 -nro 19
Boletín RIAN La Pampa - San Luis - Enero 2006 -Nro 20,2006,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-enero-2006-20,,boletín rian la pampa - san luis - enero 2006 -nro 20
Boletín RIAN La Pampa - San Luis - Febrero 2006 -Nro 21,2006,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-febrero-2006-21,,boletín rian la pampa - san luis - febrero 2006 -nro 21
Boletín RIAN La Pampa - San Luis - Julio 2006 -Nro 26,2006,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-Julio-2006-26,,boletín rian la pampa - san luis - julio 2006 -nro 26
Boletín RIAN La Pampa - San Luis - Junio 2006 -Nro 25,2006,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-Junio-2006-25,,boletín rian la pampa - san luis - junio 2006 -nro 25
Boletín RIAN La Pampa - San Luis - Marzo 2006 -Nro 22,2006,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-marzo-2006-22,,boletín rian la pampa - san luis - marzo 2006 -nro 22
Boletín RIAN La Pampa - San Luis - Mayo 2006 -Nro 23,2006,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-mayo-2006-23,,boletín rian la pampa - san luis - mayo 2006 -nro 23
Boletín RIAN La Pampa - San Luis - Noviembre 2006 - Nro 30,2006,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-Noviembre-2006-30,,boletín rian la pampa - san luis - noviembre 2006 - nro 30
Boletín RIAN La Pampa - San Luis - Noviembre 2006 - Nro 31,2006,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-Noviembre-2006-31,,boletín rian la pampa - san luis - noviembre 2006 - nro 31
Boletín RIAN La Pampa - San Luis - Noviembre 2006 - Nro 32,2006,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-noviembre-2006-nro-32,,boletín rian la pampa - san luis - noviembre 2006 - nro 32
Boletín RIAN La Pampa - San Luis - Octubre 2006 - Nro 29,2006,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-Octubre-2006-29,,boletín rian la pampa - san luis - octubre 2006 - nro 29
Boletín RIAN La Pampa - San Luis - Septiembre 2006 - Nro 28,2006,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-Septiembre-2006-28,,boletín rian la pampa - san luis - septiembre 2006 - nro 28
"Cartas Agroclimáticas actuales de temperaturas, heladas y lluvias de la provincia de La Pampa (Argentina). Casagrande, G.A,; Vergara, G.T; Bellini, Y. Revista Facultad de Agronomía UNLPam. Vol. 17 Nº 1. ISSN 0326-6184.pp 15 – 21. 2006.",2006,Journals,Journals,,,"cartas agroclimáticas actuales de temperaturas, heladas y lluvias de la provincia de la pampa (argentina). casagrande, g.a,; vergara, g.t; bellini, y. revista facultad de agronomía unlpam. vol. 17 nº 1. issn 0326-6184.pp 15 – 21. 2006."
"AgroSys N° 10. Boletín Informativo Grupo de Sistemas-Información y Comunicación de la EEA Anguil. Bellini Saibene, Y. Lucchetti, P.A, Ferreyra C.A. Caldera, JC, Ramos, L., Fernandez, MD, Schaab, L, Etchart, F. Garro, RJA. Noviembre 2007",2007,Newsletter,Popular science articles,,,"agrosys n° 10. boletín informativo grupo de sistemas-información y comunicación de la eea anguil. bellini saibene, y. lucchetti, p.a, ferreyra c.a. caldera, jc, ramos, l., fernandez, md, schaab, l, etchart, f. garro, rja. noviembre 2007"
"AgroSys N° 3. Boletín Informativo Grupo de Sistemas-Información y Comunicación de la EEA Anguil. Bellini Saibene, Y. Lucchetti, P.A, Ferreyra C.A. Caldera, JC, Ramos, L., Fernandez, MD, Schaab, L, Etchart, F. Garro, RJA. Febrero 2007.",2007,Newsletter,Popular science articles,,,"agrosys n° 3. boletín informativo grupo de sistemas-información y comunicación de la eea anguil. bellini saibene, y. lucchetti, p.a, ferreyra c.a. caldera, jc, ramos, l., fernandez, md, schaab, l, etchart, f. garro, rja. febrero 2007."
"AgroSys N° 4. Boletín Informativo Grupo de Sistemas-Información y Comunicación de la EEA Anguil. Bellini Saibene, Y. Lucchetti, P.A, Ferreyra C.A. Caldera, JC, Ramos, L., Fernandez, MD, Schaab, L, Etchart, F. Garro, RJA. Marzo 2007.",2007,Newsletter,Popular science articles,,,"agrosys n° 4. boletín informativo grupo de sistemas-información y comunicación de la eea anguil. bellini saibene, y. lucchetti, p.a, ferreyra c.a. caldera, jc, ramos, l., fernandez, md, schaab, l, etchart, f. garro, rja. marzo 2007."
"AgroSys N° 5. Boletín Informativo Grupo de Sistemas-Información y Comunicación de la EEA Anguil. Bellini Saibene, Y. Lucchetti, P.A, Ferreyra C.A. Caldera, JC, Ramos, L., Fernandez, MD, Schaab, L, Etchart, F. Garro, RJA. Abril 2007.",2007,Newsletter,Popular science articles,,,"agrosys n° 5. boletín informativo grupo de sistemas-información y comunicación de la eea anguil. bellini saibene, y. lucchetti, p.a, ferreyra c.a. caldera, jc, ramos, l., fernandez, md, schaab, l, etchart, f. garro, rja. abril 2007."
"AgroSys N° 6. Boletín Informativo Grupo de Sistemas-Información y Comunicación de la EEA Anguil. Bellini Saibene, Y. Lucchetti, P.A, Ferreyra C.A. Caldera, JC, Ramos, L., Fernandez, MD, Schaab, L, Etchart, F. Garro, RJA. Mayo 2007.",2007,Newsletter,Popular science articles,,,"agrosys n° 6. boletín informativo grupo de sistemas-información y comunicación de la eea anguil. bellini saibene, y. lucchetti, p.a, ferreyra c.a. caldera, jc, ramos, l., fernandez, md, schaab, l, etchart, f. garro, rja. mayo 2007."
"AgroSys N° 7. Boletín Informativo Grupo de Sistemas-Información y Comunicación de la EEA Anguil. Bellini Saibene, Y. Lucchetti, P.A, Ferreyra C.A. Caldera, JC, Ramos, L., Fernandez, MD, Schaab, L, Etchart, F. Garro, RJA. Junio 2007",2007,Newsletter,Popular science articles,,,"agrosys n° 7. boletín informativo grupo de sistemas-información y comunicación de la eea anguil. bellini saibene, y. lucchetti, p.a, ferreyra c.a. caldera, jc, ramos, l., fernandez, md, schaab, l, etchart, f. garro, rja. junio 2007"
"AgroSys N° 8. Boletín Informativo Grupo de Sistemas-Información y Comunicación de la EEA Anguil. Bellini Saibene, Y. Lucchetti, P.A, Ferreyra C.A. Caldera, JC, Ramos, L., Fernandez, MD, Schaab, L, Etchart, F. Garro, RJA. Agosto 2007.",2007,Newsletter,Popular science articles,,,"agrosys n° 8. boletín informativo grupo de sistemas-información y comunicación de la eea anguil. bellini saibene, y. lucchetti, p.a, ferreyra c.a. caldera, jc, ramos, l., fernandez, md, schaab, l, etchart, f. garro, rja. agosto 2007."
"AgroSys N° 9. Boletín Informativo Grupo de Sistemas-Información y Comunicación de la EEA Anguil. Bellini Saibene, Y. Lucchetti, P.A, Ferreyra C.A. Caldera, JC, Ramos, L., Fernandez, MD, Schaab, L, Etchart, F. Garro, RJA. Octubre 2007",2007,Newsletter,Popular science articles,,,"agrosys n° 9. boletín informativo grupo de sistemas-información y comunicación de la eea anguil. bellini saibene, y. lucchetti, p.a, ferreyra c.a. caldera, jc, ramos, l., fernandez, md, schaab, l, etchart, f. garro, rja. octubre 2007"
"Boletín Enlaces N° 10. Newsletter informativo Proyecto Estructurante del SICyC. Bellini Saibene, Y. Zubillaja, J., Franco, L., Lucchetti, P., Godoy, S., Chavero, A., Cáceres, A, Nani, L. Octubre 2007",2007,Newsletter,Popular science articles,,,"boletín enlaces n° 10. newsletter informativo proyecto estructurante del sicyc. bellini saibene, y. zubillaja, j., franco, l., lucchetti, p., godoy, s., chavero, a., cáceres, a, nani, l. octubre 2007"
"Boletín Enlaces N° 11. Newsletter informativo Proyecto Estructurante del SICyC. Bellini Saibene, Y. Zubillaja, J., Franco, L., Lucchetti, P., Godoy, S., Chavero, A., Cáceres, A, Nani, L. Noviembre 2007",2007,Newsletter,Popular science articles,,,"boletín enlaces n° 11. newsletter informativo proyecto estructurante del sicyc. bellini saibene, y. zubillaja, j., franco, l., lucchetti, p., godoy, s., chavero, a., cáceres, a, nani, l. noviembre 2007"
"Boletín Enlaces N° 12. Newsletter informativo Proyecto Estructurante del SICyC. Bellini Saibene, Y. Zubillaja, J., Franco, L., Lucchetti, P., Godoy, S., Chavero, A., Cáceres, A, Nani, L. Diciembre 2007",2007,Newsletter,Popular science articles,,,"boletín enlaces n° 12. newsletter informativo proyecto estructurante del sicyc. bellini saibene, y. zubillaja, j., franco, l., lucchetti, p., godoy, s., chavero, a., cáceres, a, nani, l. diciembre 2007"
"Boletín Enlaces N° 3. Newsletter informativo Proyecto Estructurante del SICyC. Bellini Saibene, Y. Zubillaja, J., Franco, L., Lucchetti, P., Godoy, S., Chavero, A., Cáceres, A, Nani, L. Febrero 2007",2007,Newsletter,Popular science articles,,,"boletín enlaces n° 3. newsletter informativo proyecto estructurante del sicyc. bellini saibene, y. zubillaja, j., franco, l., lucchetti, p., godoy, s., chavero, a., cáceres, a, nani, l. febrero 2007"
"Boletín Enlaces N° 4. Newsletter informativo Proyecto Estructurante del SICyC. Bellini Saibene, Y. Zubillaja, J., Franco, L., Lucchetti, P., Godoy, S., Chavero, A., Cáceres, A, Nani, L. Marzo 2007",2007,Newsletter,Popular science articles,,,"boletín enlaces n° 4. newsletter informativo proyecto estructurante del sicyc. bellini saibene, y. zubillaja, j., franco, l., lucchetti, p., godoy, s., chavero, a., cáceres, a, nani, l. marzo 2007"
"Boletín Enlaces N° 5. Newsletter informativo Proyecto Estructurante del SICyC. Bellini Saibene, Y. Zubillaja, J., Franco, L., Lucchetti, P., Godoy, S., Chavero, A., Cáceres, A, Nani, L. Abril 2007",2007,Newsletter,Popular science articles,,,"boletín enlaces n° 5. newsletter informativo proyecto estructurante del sicyc. bellini saibene, y. zubillaja, j., franco, l., lucchetti, p., godoy, s., chavero, a., cáceres, a, nani, l. abril 2007"
"Boletín Enlaces N° 6. Newsletter informativo Proyecto Estructurante del SICyC. Bellini Saibene, Y. Zubillaja, J., Franco, L., Lucchetti, P., Godoy, S., Chavero, A., Cáceres, A, Nani, L. Mayo 2007",2007,Newsletter,Popular science articles,,,"boletín enlaces n° 6. newsletter informativo proyecto estructurante del sicyc. bellini saibene, y. zubillaja, j., franco, l., lucchetti, p., godoy, s., chavero, a., cáceres, a, nani, l. mayo 2007"
"Boletín Enlaces N° 7. Newsletter informativo Proyecto Estructurante del SICyC. Bellini Saibene, Y. Zubillaja, J., Franco, L., Lucchetti, P., Godoy, S., Chavero, A., Cáceres, A, Nani, L. Junio 2007",2007,Newsletter,Popular science articles,,,"boletín enlaces n° 7. newsletter informativo proyecto estructurante del sicyc. bellini saibene, y. zubillaja, j., franco, l., lucchetti, p., godoy, s., chavero, a., cáceres, a, nani, l. junio 2007"
"Boletín Enlaces N° 8. Newsletter informativo Proyecto Estructurante del SICyC. Bellini Saibene, Y. Zubillaja, J., Franco, L., Lucchetti, P., Godoy, S., Chavero, A., Cáceres, A, Nani, L. Agosto 2007",2007,Newsletter,Popular science articles,,,"boletín enlaces n° 8. newsletter informativo proyecto estructurante del sicyc. bellini saibene, y. zubillaja, j., franco, l., lucchetti, p., godoy, s., chavero, a., cáceres, a, nani, l. agosto 2007"
"Boletín Enlaces N° 9. Newsletter informativo Proyecto Estructurante del SICyC. Bellini Saibene, Y. Zubillaja, J., Franco, L., Lucchetti, P., Godoy, S., Chavero, A., Cáceres, A, Nani, L. Septiembre 2007",2007,Newsletter,Popular science articles,,,"boletín enlaces n° 9. newsletter informativo proyecto estructurante del sicyc. bellini saibene, y. zubillaja, j., franco, l., lucchetti, p., godoy, s., chavero, a., cáceres, a, nani, l. septiembre 2007"
Boletín RIAN La Pampa - San Luis - Abril 2007 - Nro 37,2007,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-abril-2007-nro-37,,boletín rian la pampa - san luis - abril 2007 - nro 37
Boletín RIAN La Pampa - San Luis - Agosto y Septiembre 2007 - Nro 40,2007,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-Agosto-Septiembre-2007-40,,boletín rian la pampa - san luis - agosto y septiembre 2007 - nro 40
Boletín RIAN La Pampa - San Luis - Enero 2007 - Nro 34,2007,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-Enero-2007-34,,boletín rian la pampa - san luis - enero 2007 - nro 34
Boletín RIAN La Pampa - San Luis - Febrero 2007 - Nro 35,2007,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-Febrero-2007-35,,boletín rian la pampa - san luis - febrero 2007 - nro 35
