Title,Year,Type_Long,Type,Link,En_mi_web
Bring Your Own Data week for TidyTuesday,2024,Blog post,Blog post,,Si
Citizen science and governance models,2024,Blog post,Blog post,,Si
SisINTAR. Un paquete para gestionar datos de perfiles de suelos de Argentina,2024,Blog post,Blog post,,Si
"Did you realize that we live in a reality where SciHub is illegal, and OpenAI is not?",2024,Blog post,Blog post,,Si
Participación Latinoamérica en el Programa de Campeonas y Campeones de rOpenSci,2024,Blog post,Blog post,,
rOpenSci 2023 Code of Conduct Transparency Report,2024,Blog post,Blog post,,
Learning to code in 30 lessons,2024,Blog post,Blog post,,Si
Primer encuentro. Aprendiendo a Programar en 30 lecciones,2024,Blog post,Blog post,,Si
Introducing rOpenSci Champions - Cohort 2023-2024,2024,Blog post,Blog post,,
"Beautiful Code, Because We’re Worth It!",2024,Blog post,Blog post,,
GitHub Stars 2024 Award,2024,Blog post,Blog post,,Si
Segundo encuentro. Aprendiendo a Programar en 30 lecciones,2024,Blog post,Blog post,,Si
rOpenSci Code of Conduct Annual Review,2024,Blog post,Blog post,,
Marketing Ideas For Your Package,2024,Blog post,Blog post,,
Tercer Encuentro. Aprendiendo a Programar en 30 lecciones,2024,Blog post,Blog post,,Si
rOpenSci Champions Pilot Year: Projects Wrap-Up,2024,Blog post,Blog post,,
Cuarto Encuentro. Aprendiendo a Programar en 30 lecciones,2024,Blog post,Blog post,,Si
Quinto Encuentro. Aprendiendo a Programar en 30 lecciones,2024,Blog post,Blog post,,Si
Romper las barreras lingüísticas en la ciencia de datos con glosario.,2024,Blog post,Blog post,,Si
Evaluación de herramientas digitales e información remota en rotaciones de cultivos extensivos en la región semiárida,2024,Blog post,Blog post,,Si
Sexto Encuentro. Aprendiendo a Programar en 30 lecciones,2024,Blog post,Blog post,,Si
Fostering Equity and Leadership: the rOpenSci Champions Program Selection Process,2024,Blog post,Blog post,,
Septimo Encuentro. Aprendiendo a Programar en 30 lecciones,2024,Blog post,Blog post,,Si
Octavo Encuentro. Aprendiendo a Programar en 30 lecciones,2024,Blog post,Blog post,,Si
Cancer,2024,Blog post,Blog post,,Si
Day 1. 3 reasons why you need to learn to teach effectively,2024,Blog post,Blog post,,Si
Day 2. The 3 types of learners you need to know before starting teaching,2024,Blog post,Blog post,,Si
Day 3. The Best Tools For Sparking ‘Aha’ Moments In Your Students,2024,Blog post,Blog post,,Si
Day 4. Are Your Students Learning? How to check for learning as we’re teaching.,2024,Blog post,Blog post,,Si
Day 5. From Learning to Choosing to Coding - How Our Memory Plays a Central Role,2024,Blog post,Blog post,,Si
Day 6. The Best Way To Get Started Learning About Teaching to Code,2024,Blog post,Blog post,,Si
"Day 7. We Learn Better Together, Community of Practice and Education.",2024,Blog post,Blog post,,Si
Day 8. The Participatory Live Coding Framework: A Structured Approach for Programming Educators,2024,Blog post,Blog post,,Si
Day 9. Distilling how to use Participatory Live Coding in-person and online - Tip 1,2024,Blog post,Blog post,,Si
Noveno Encuentro. Aprendiendo a Programar en 30 lecciones,2024,Blog post,Blog post,,Si
Day 10. Distilling how to use Participatory Live Coding in-person and online - Tip 2,2024,Blog post,Blog post,,Si
Day 11. Distilling how to use Participatory Live Coding in-person and online - Tip 3 y 4,2024,Blog post,Blog post,,Si
Day 12. Distilling how to use Participatory Live Coding in-person and online - Tip 5,2024,Blog post,Blog post,,Si
Day 13: Distilling how to use Participatory Live Coding in-person and online - Tip 6,2024,Blog post,Blog post,,Si
Day 14: Distilling how to use Participatory Live Coding in-person and online - Tip 7 and 8,2024,Blog post,Blog post,,Si
Day 15: Distilling how to use Participatory Live Coding in-person and online - Tip 9 and 10,2024,Blog post,Blog post,,Si
Day 16: Debunking 4 Tenacious Educational Programming Myths for Better Teaching Outcomes,2024,Blog post,Blog post,,Si
Day 17: 2 Software Tools I Can’t Live Without For Creating Content in English,2024,Blog post,Blog post,,Si
Day 18: Understanding Brain Plasticity: Highlights from Neuroscience in the School For The Pragmatic Teacher,2024,Blog post,Blog post,,Si
Day 19: 6 Simple (But Effective) Learning Strategies I’d Give Anyone To Improve Their Learning,2024,Blog post,Blog post,,Si
Day 20: The First-Time Online Programming Teacher Playbook.,2024,Blog post,Blog post,,Si
Day 21: One Tool That Improves My Teaching and Students' Engagement.,2024,Blog post,Blog post,,Si
Day 22: The Best Way To Continue Improving Your Teaching: Feedback 101,2024,Blog post,Blog post,,Si
Day 23. 1 Tip I Would Give Anyone Who Wanted To Ensure Students Engagement Online,2024,Blog post,Blog post,,Si
Day 24. The Single Most Powerful Technique to Foster Students' Motivation in Programming Classes,2024,Blog post,Blog post,,Si
Day 25. 4 Quick Tips to Make Your Teaching More Accessible,2024,Blog post,Blog post,,Si
"Day 26. Education, Computers, and Power.",2024,Blog post,Blog post,,Si
Day 27. A Question About AI and Education I’ve Been Asking Myself Lately (And Why),2024,Blog post,Blog post,,Si
Day 28: My 3 Favorite Newsletters For Learning #RStats,2024,Blog post,Blog post,,Si
Day 29. Building Effective Tech Lessons 101. Learning by Example.,2024,Blog post,Blog post,,Si
Day 30. 3 Things I Learned Writing Online Every Day For 30 Days In A Row.,2024,Blog post,Blog post,,Si
Two years and twelve projects as Community Manager at rOpenSci,2024,Blog post,Blog post,,Si
Dos años y doce proyectos en rOpenSci como Community Manager,2024,Blog post,Blog post,,Si
Project 1 - rOpenSci's Code of Conduct and Code of Conduct Committee,2024,Blog post,Blog post,,Si
El Codigo de Conducta en rOpenSci,2024,Blog post,Blog post,,Si
"Proyecto 3 - Dos años de escribir, dar charlar y enseñar con la comunidad de rOpenSci Community",2024,Blog post,Blog post,,Si
"Project 3 - Two Years of Writing, Speaking, and Teaching with the rOpenSci Community",2024,Blog post,Blog post,,Si
Using GitHub to plan community calls for rOpenSci,2024,Blog post,Blog post,,Si
Proyecto 2 - Las Estrellas del Universo R,2024,Blog post,Blog post,,Si
Project 2 - The Stars of R-Universe,2024,Blog post,Blog post,,Si
"Metrics, Impact and Community Management",2024,Blog post,Blog post,,
rOpenSci Community Collaboration Insight Using Social Networks Analysis,2024,Blog post,Blog post,,
Una mirada retrospectiva al 2024,2024,Blog post,Blog post,,Si
A Look Back at 2024,2024,Blog post,Blog post,,Si
Proyecto 4 - Eventos de la comunidad,2024,Blog post,Blog post,,Si
Project 4 - Community Events,2024,Blog post,Blog post,,Si
Measuring and Assessing Open Source Project Impact and Community Health. A CZI EOSS Community Call Resource,2024,Blog post,Blog post,,Si
Adding Multiple choice quiz to Quarto Live Tutorials,2024,Blog post,Blog post,,Si
10 Simple Rules for Leadership Without Formal Authority. A resource for Open Source Leaders,2024,Blog post,Blog post,,Si
Managing an Open Source Project. A Checklist of Issues to Consider,2024,Blog post,Blog post,,Si
Skytorial and Linkedtorial 4 - Issues on GitHub,2025,Blog post,Blog post,,Si
Skytorial and Linkedtorial 3 - Repositories on GitHub,2025,Blog post,Blog post,,Si
Skytorial and Linkedtorial 2: Your Profile on GitHub,2025,Blog post,Blog post,,Si
Skytorial and Linkedtorial 1: Introduction to GitHub for Researchers,2025,Blog post,Blog post,,Si
Nature Interview: Six questions to ask before jumping into a spreadsheet,2025,Blog post,Blog post,,Si
Nature Interview: Which programming language should I use? A guide for early-career researchers,2025,Blog post,Blog post,,Si
Trae tus propios datos - TidyTuesday 2025,2025,Blog post,Blog post,,Si
GitHub Stars 2025 Award,2025,Blog post,Blog post,,Si
Implementing Software Peer Review. Tips and Examples,2025,Blog post,Blog post,,Si
Reviewing the year gone,2023,Blog post,Blog post,,Si
Mi primera Posit Conf en persona,2023,Blog post,Blog post,,Si
Maradona or Messi ?,2023,Blog post,Blog post,,Si
"LatinR 2023, meeting again in person",2023,Blog post,Blog post,,Si
Mastodon Quick Start Guide,2023,Blog post,Blog post,,Si
Three currencies of payment for our work,2023,Blog post,Blog post,,Si
Proyectos de GitHub para ordenar el trabajo,2023,Blog post,Blog post,,Si
Multilingual Data Science. Part 2.,2023,Blog post,Blog post,,Si
Multilingual Data Science. Part 1.,2023,Blog post,Blog post,,Si
How To Use Videos In Your Classes,2023,Blog post,Blog post,,Si
Diez consejos rápidos para enseñar con programación (participativa) en vivo (en línea),2023,Blog post,Blog post,,Si
"DSxD Anthology Vol. 2. Our Environment. A collection of work by data designers, artists, and scientists",2023,Blog post,Blog post,,Si
DEI Tip Sheet. Virtual event accessibility guiding questions.,2023,Blog post,Blog post,,Si
Once años,2023,Blog post,Blog post,,Si
Eleven years,2023,Blog post,Blog post,,Si
What have I been reading?,2023,Blog post,Blog post,,Si
Why do I teach?,2023,Blog post,Blog post,,Si
In pursuit of a VISA,2023,Blog post,Blog post,,Si
"Csv,Conf,v7 in Buenos Aires, Argentina",2023,Blog post,Blog post,,Si
A beautiful lesson,2023,Blog post,Blog post,,Si
Daily routine,2023,Blog post,Blog post,,Si
A year in The Carpentries' Executive Council,2023,Blog post,Blog post,,Si
Puntapié inicial de nuestro programa de campeonas y campeones,2023,Blog post,Blog post,,Si
rOpenSci Champions Program Kick off,2023,Blog post,Blog post,,Si
Pequeños científicos,2023,Blog post,Blog post,,Si
Little Scientists,2023,Blog post,Blog post,,Si
Ten quick tips for teaching with (participatory) live coding (online),2023,Blog post,Blog post,,Si
Call for Tutorials - Review,2023,Blog post,Blog post,,Si
Expanding our Community through Multilingual Publishing,2023,Blog post,Blog post,,Si
Agrandando nuestra comunidad con publicaciones multi-idioma,2023,Blog post,Blog post,,Si
TidyTuesday - Bring Your Own Data Week!,2023,Blog post,Blog post,,Si
rOpenSci Code of Conduct Committee Templates,2025,Blog post,Blog post,,No
From Surviving to Thriving: A Convening to Reclaim and Sustain Open Science Communities,2025,Blog post,Blog post,,No
rOpenSci Champions Second Cohort: Projects Wrap-Up,2025,Blog post,Blog post,,No
"Exploring Open Science, R Packages, and Research Software Development at the CSIDNet AGM 2025",2025,Blog post,Blog post,,No
Open Science with a Latin American Identity: Meet the New Cohort of the rOpenSci Champions Program,2025,Blog post,Blog post,,No
Announcing New Stats Software Peer Review Editors: Emi Tanaka and Nima Hejazi,2025,Blog post,Blog post,,No
Multilingual Publishing: Frequently Asked Questions,2025,Blog post,Blog post,,No
"New Mentoring Team, Same Open Science Spirit",2025,Blog post,Blog post,,No
Supporting rOpenSci Mentors with Practical Tools,2025,Blog post,Blog post,,No
rOpenSci Participation at NumFOCUS’ DISC Unconf,2025,Blog post,Blog post,,No
rOpenSci Code of Conduct Annual Review,2025,Blog post,Blog post,,No
Template To Handle Code of Conduct Incidents Reports,2025,Blog post,Blog post,,No
rOpenSci Champions Program 2025: In Spanish!,2025,Blog post,Blog post,,No
Coworking Mini-Hackathon for First-Time Contributors,2025,Blog post,Blog post,,No
rOpenSci 2024 Code of Conduct Transparency Report,2025,Blog post,Blog post,,No
Introducing the rOpenSci Localization and Translation Guidelines,2024,Blog post,Blog post,,No
Looking for Maintainers to Support First-Time Contributors,2024,Blog post,Blog post,,No
Fostering Open Science in Latin America: CZI Awards Funds for Sustainable Research Software Development,2024,Blog post,Blog post,,No
"Metrics, Impact and Community Management",2024,Blog post,Blog post,,No
rOpenSci Community Collaboration Insight Using Social Networks Analysis,2024,Blog post,Blog post,,No
Introducing rOpenSci Mentors - Cohort 2023-2024,2023,Blog post,Blog post,,No
The rOpenSci Multiverse,2023,Blog post,Blog post,,No
How to Translate a Hugo Blog Post with Babeldown,2023,Blog post,Blog post,,No
Attract Contributors with ‘help wanted’ Issues,2023,Blog post,Blog post,,No
Meeting the Stars of the R-Universe: The R-Universe Against Diseases.,2023,Blog post,Blog post,,No
Organizing Community Calls using GitHub,2023,Blog post,Blog post,,No
rOpenSci Champions Pilot Year: Training Wrap-Up,2023,Blog post,Blog post,,No
Open Call for rOpenSci Champions Program Applications!,2023,Blog post,Blog post,,No
How do you measure the impact of a champions program?,2023,Blog post,Blog post,,No
rOpenSci’s Communication Channels for Safe and Friendly Exchange,2023,Blog post,Blog post,,No
"Meeting the Stars of the R-Universe: PEcAn, an Open Source Project to Take Care of the Planet",2023,Blog post,Blog post,,No
Meeting the Stars of the R-Universe: Researching Our Brain with the Magic of the R-Universe,2023,Blog post,Blog post,,No
Meeting the Stars of the R-universe: ThinkR’s Approach to Contributing to a Growing and Friendly R Community,2023,Blog post,Blog post,,No
rOpenSci Champions Program Kick off,2023,Blog post,Blog post,,No
rOpenSci Code of Conduct Annual Review,2023,Blog post,Blog post,,No
rOpenSci 2022 Code of Conduct Transparency Report,2023,Blog post,Blog post,,No
rOpenSci Localization and Translation Guidelines. Why and how we localize and translate our resources.,2023,Book,Book,,No
Guía de localización y traducción de rOpenSci. Cómo y porqué traducimos y localizamos nuestros recursos.,2023,Translations,Translations,,No
"Paquetes de rOpenSci: Desarrollo, mantenimiento y revisión por pares.",2024,Translations,Translations,,No
Divide and Conquer: From polar To the Polarverse,2023,Translations,Translations,,No
Bridges and Communities. My Journey as an rOpenSci Champion,2025,Translations,Translations,,No
"Revisión del software, perspectivas de un académico",2025,Translations,Translations,,No
"Código bonito, ¡porque lo valemos!",2024,Translations,Translations,,No
Atraer colaboradores con issues de ‘se busca ayuda’,2023,Blog post,Blog post,,No
Evaluar la actividad en GitHub de los colaboradores,2022,Translations,Translations,,No
Todas las Formas de Editar o Analizar Programáticamente Documentos R Markdown / Quarto,2025,Translations,Translations,,No
Edición multilingüe: preguntas frecuentes,2025,Blog post,Blog post,,No
rOpenSci Champions Program Mentor Guidelines v2.0,2024,Book,Book,,No
